id,name,account_root_id:id,tax_code_root_id:id,bank_account_view_id:id,property_account_receivable:id,property_account_payable:id,property_account_expense_categ:id,property_account_income_categ:id,currency_id:id
l10n_id,Indonesian Tax and Account Chart Template (by Optimacode),ID0,0,1120,116211,211211,511211,411211,base.IDR
